company_id,company_name,country,industry,company_size,employee_count,annual_revenue,registration_date,city,region,status
C00760,CipherSolutions 760,USA,Technology,Small,23,40227,2023-06-24,Addis Ababa,Addis Ababa,Active
C00761,NovaTech 761,USA,Logistics,Small,32,106774,2023-04-21,Shashamane,Oromia,Active
C00762,Rift Investment,Ethiopia,Retail,Micro,1,72969,2023-05-02,Harar,Harari,Dissolved
C00763,CascadeTech 763,USA,Consulting,Medium,140,1093357,2025-01-26,Jimma,Oromia,Active
C00764,Nile Investment,Ethiopia,Tourism,Large,2604,9876964,2022-10-08,Dessie,Amhara,Active
C00765,QuantumNet 765,USA,E-Commerce,Small,18,99429,2024-11-06,Shashamane,Oromia,Active
C00766,OrbitCloud 766,USA,E-Commerce,Micro,8,70320,2023-01-10,Addis Ababa,Addis Ababa,Active
C00767,IonicTech 767,USA,Cloud Services,Enterprise,29868,118696598,2024-11-20,Addis Ababa,Addis Ababa,Active
C00768,ZenithTech 768,USA,FinTech,Large,4615,6174403,2022-06-27,Gondar,Amhara,Active
C00769,SynapseNet 769,USA,Logistics,Medium,227,1369928,2023-09-02,Addis Ababa,Addis Ababa,Active
C00770,AxiomHub 770,USA,E-Commerce,Micro,3,172021,2025-06-22,Addis Ababa,Addis Ababa,Active
C00771,Tana Construction,Ethiopia,Tourism,Small,37,165002,2022-10-04,Arba Minch,SNNPR,Active
C00772,Harar Services,Ethiopia,Manufacturing,Large,2514,6468225,2024-02-21,Addis Ababa,Addis Ababa,Active
C00773,PrismGroup 773,USA,EdTech,Micro,5,52352,2025-10-26,Addis Ababa,Addis Ababa,Suspended
C00774,VortexData 774,USA,Technology,Small,21,92579,2022-12-19,Bahir Dar,Amhara,Active
C00775,Tana Investment,Ethiopia,Manufacturing,Medium,62,343639,2022-03-25,Mekelle,Tigray,Active
C00776,EmberSystems 776,USA,Logistics,Small,12,76877,2022-01-24,Jijiga,Somali,Active
C00777,HelixNet 777,USA,EdTech,Small,25,219557,2023-01-20,Jimma,Oromia,Active
C00778,IonicNet 778,USA,Logistics,Large,3992,15404032,2022-08-21,Arba Minch,SNNPR,Active
C00779,AetherTech 779,USA,FinTech,Enterprise,7478,86137880,2023-09-24,Bahir Dar,Amhara,Active
C00780,AetherData 780,USA,E-Commerce,Large,2660,7496572,2025-07-06,Addis Ababa,Addis Ababa,Active
C00781,Abay Investment,Ethiopia,Real Estate,Micro,6,106209,2024-12-09,Shashamane,Oromia,Active
C00782,CobaltDynamics 782,USA,EdTech,Enterprise,27919,230959589,2025-05-05,Hawassa,Sidama,Active
C00783,NovaDigital 783,USA,Consulting,Micro,2,129022,2023-02-10,Dire Dawa,Dire Dawa,Active
C00784,CascadeIO 784,USA,Healthcare Tech,Small,17,62259,2024-08-12,Mekelle,Tigray,Active
C00785,Harar Manufacturing,Ethiopia,Real Estate,Small,12,64858,2024-11-08,Addis Ababa,Addis Ababa,Active
C00786,FluxNet 786,USA,Logistics,Large,2347,41855501,2024-10-09,Addis Ababa,Addis Ababa,Active
C00787,VertexHub 787,USA,EdTech,Small,28,83033,2023-07-14,Jimma,Oromia,Active
C00788,Awash Services,Ethiopia,Construction,Large,3323,10921897,2023-07-31,Hosaena,SNNPR,Active
C00789,CobaltVentures 789,USA,EdTech,Enterprise,16210,71025177,2023-07-28,Adama,Oromia,Active
C00790,IonicSystems 790,USA,E-Commerce,Small,22,53979,2025-02-03,Addis Ababa,Addis Ababa,Active
C00791,CipherSolutions 791,USA,Consulting,Small,30,110285,2024-05-12,Adama,Oromia,Dissolved
C00792,Awash Construction,Ethiopia,Construction,Micro,8,47634,2024-12-10,Addis Ababa,Addis Ababa,Active
C00793,Lalibela Agro,Ethiopia,Construction,Small,47,44384,2022-05-05,Addis Ababa,Addis Ababa,Dissolved
C00794,CascadeDigital 794,USA,Logistics,Medium,129,1011808,2024-08-13,Bahir Dar,Amhara,Active
C00795,VortexDigital 795,USA,Cloud Services,Small,30,90436,2022-02-19,Dire Dawa,Dire Dawa,Active
C00796,CascadeTech 796,USA,Consulting,Medium,128,345469,2022-07-04,Addis Ababa,Addis Ababa,Active
C00797,CobaltNet 797,USA,E-Commerce,Small,36,104214,2022-01-07,Harar,Harari,Active
C00798,HelixLabs 798,USA,FinTech,Small,10,102453,2025-03-02,Jijiga,Somali,Active
C00799,QuantumLabs 799,USA,FinTech,Medium,231,1274128,2024-01-29,Nekemte,Oromia,Active
C00800,OrbitCloud 800,USA,Consulting,Medium,130,708701,2025-10-11,Hawassa,Sidama,Active
C00801,Gambella Agro,Ethiopia,Manufacturing,Small,30,616905,2024-06-18,Adama,Oromia,Active
C00802,SynapseSolutions 802,USA,FinTech,Micro,3,88297,2022-05-04,Addis Ababa,Addis Ababa,Active
C00803,Nile Services,Ethiopia,Construction,Micro,5,200129,2025-10-14,Mekelle,Tigray,Active
C00804,FluxIO 804,USA,Cloud Services,Large,1823,35338306,2025-02-15,Addis Ababa,Addis Ababa,Active
C00805,PrismData 805,USA,Cloud Services,Large,2488,18121645,2023-05-17,Mekelle,Tigray,Active
C00806,IonicTech 806,USA,Cloud Services,Micro,9,67463,2024-08-26,Dessie,Amhara,Active
C00807,Nile Trading,Ethiopia,Manufacturing,Enterprise,16900,43742177,2022-02-18,Addis Ababa,Addis Ababa,Dissolved
C00808,IonicDynamics 808,USA,Consulting,Medium,174,780862,2025-10-12,Addis Ababa,Addis Ababa,Active
C00809,VertexIO 809,USA,Logistics,Large,3105,39627718,2022-07-09,Addis Ababa,Addis Ababa,Active
C00810,cIPHERwORKS 810,USA,Cloud Services,Medium,73,311157,2022-11-25,Addis Ababa,Addis Ababa,Active
C00811,Tana Real Estate,Ethiopia,Tourism,Large,303,508292,2022-08-08,Addis Ababa,Addis Ababa,Active
C00812,Lalibela Real Estate,Ethiopia,Tourism,Medium,61,455219,2022-05-27,Addis Ababa,Addis Ababa,Active
C00813,Bale Import Export,Ethiopia,Construction,Micro,3,138927,2022-06-08,Hosaena,SNNPR,Active
C00814,QuantumLabs 814,USA,Technology,Small,25,185762,2024-01-29,Addis Ababa,Addis Ababa,Active
C00815,AxiomAI 815,USA,E-Commerce,Medium,199,2458915,2025-10-04,Addis Ababa,Addis Ababa,Suspended
C00816,Amhara PLC,Ethiopia,Retail,Small,37,158418,2023-09-05,Addis Ababa,Addis Ababa,Active
C00817,AetherLabs 817,USA,EdTech,Micro,2,33529,2024-01-31,Addis Ababa,Addis Ababa,Active
C00818,Nile Agro,Ethiopia,Construction,Large,3543,134928526,2022-11-27,Hosaena,SNNPR,Active
C00819,VortexAI 819,USA,EdTech,Micro,5,61689,2025-03-10,Addis Ababa,Addis Ababa,Active
C00820,HelixHub 820,USA,E-Commerce,Medium,86,215615,2023-11-25,Dire Dawa,Dire Dawa,Active
C00821,Lalibela Trading,Ethiopia,Import/Export,Small,23,50119,2025-01-28,Dilla,SNNPR,Active
C00822,StratosLabs 822,USA,FinTech,Medium,144,435173,2023-11-27,Addis Ababa,Addis Ababa,Active
C00823,VertexData 823,USA,FinTech,Micro,1,164011,2025-02-07,Addis Ababa,Addis Ababa,Active
C00824,Awash Manufacturing,Ethiopia,Real Estate,Micro,2,111447,2022-05-14,Gondar,Amhara,Active
C00825,Lalibela Services,Ethiopia,Import/Export,Medium,155,2453534,2024-07-02,Mekelle,Tigray,Active
C00826,SynapseDigital 826,USA,Logistics,Small,45,221770,2025-01-01,Addis Ababa,Addis Ababa,Active
C00827,Gambella Real Estate,Ethiopia,Tourism,Medium,67,761741,2024-04-24,Sodo,SNNPR,Active
C00828,VertexIO 828,USA,Technology,Micro,8,100494,2025-10-02,Addis Ababa,Addis Ababa,Active
C00829,Amhara Agro,Ethiopia,Retail,Small,45,191151,2025-01-02,Addis Ababa,Addis Ababa,Suspended
C00830,Awash Real Estate,Ethiopia,Construction,Small,43,153366,2025-11-18,Bishoftu,Oromia,Active
C00831,NexusLabs 831,USA,E-Commerce,Small,21,199831,2025-01-07,Mekelle,Tigray,Active
C00832,CobaltTech 832,USA,Healthcare Tech,Small,15,78298,2022-10-08,Dire Dawa,Dire Dawa,Active
C00833,NovaSolutions 833,USA,Healthcare Tech,Medium,127,1807624,2025-07-10,Sodo,SNNPR,Active
C00834,Lalibela Textile,Ethiopia,Construction,Small,32,303468,2023-05-10,Addis Ababa,Addis Ababa,Active
C00835,VortexDigital 835,USA,Cloud Services,Micro,5,207894,2025-11-14,Jimma,Oromia,Active
C00836,ApexDynamics 836,USA,FinTech,Large,4623,48939039,2022-08-28,Hawassa,Sidama,Active
C00837,CipherCloud 837,USA,Healthcare Tech,Micro,8,69739,2025-04-20,Addis Ababa,Addis Ababa,Active
C00838,AetherSystems 838,USA,Consulting,Micro,3,120093,2022-08-02,Mekelle,Tigray,Active
C00839,NovaGroup 839,USA,EdTech,Small,26,45101,2023-12-23,Addis Ababa,Addis Ababa,Active
C00840,Rift Import Export,Ethiopia,Import/Export,Micro,6,121097,2023-10-16,Dessie,Amhara,Active
C00841,SynapseData 841,USA,Cloud Services,Small,37,213055,2025-10-02,Dessie,Amhara,Active
C00842,VertexWorks 842,USA,Logistics,Medium,235,2467666,2022-10-02,Addis Ababa,Addis Ababa,Suspended
C00843,CobaltHub 843,USA,Logistics,Medium,244,1677009,2023-10-24,Dire Dawa,Dire Dawa,Active
C00844,Oromia Agro,Ethiopia,Construction,Small,21,125219,2024-04-29,Addis Ababa,Addis Ababa,Active
C00845,StratosLabs 845,USA,EdTech,Small,49,236000,2023-09-29,Jijiga,Somali,Active
C00846,CascadeVentures 846,USA,Cloud Services,Large,1438,10463365,2024-11-21,Hosaena,SNNPR,Active
C00847,IonicTech 847,USA,E-Commerce,Medium,206,2218185,2025-03-08,Addis Ababa,Addis Ababa,Active
C00848,EmberAI 848,USA,EdTech,Small,33,116758,2025-12-27,Jimma,Oromia,Active
C00849,Rift Trading,Ethiopia,Construction,Small,15,134595,2024-08-01,Addis Ababa,Addis Ababa,Dissolved
C00850,HelixTech 850,USA,Cloud Services,Micro,3,72747,2023-08-25,Bahir Dar,Amhara,Active
C00851,CascadeVentures 851,USA,Cloud Services,Large,2955,17056782,2022-12-07,Addis Ababa,Addis Ababa,Active
C00852,VortexData 852,USA,Technology,Small,31,42109,2025-11-25,Mekelle,Tigray,Active
C00853,ApexWorks 853,USA,FinTech,Micro,5,285763,2023-08-30,Gondar,Amhara,Active
C00854,OrbitSystems 854,USA,Consulting,Large,3214,15548727,2025-08-05,Adama,Oromia,Active
C00855,StratosData 855,USA,E-Commerce,Small,42,394676,2025-01-18,Addis Ababa,Addis Ababa,Active
C00856,NovaSystems 856,USA,EdTech,Small,17,174415,2023-12-22,Addis Ababa,Addis Ababa,Active
C00857,StratosWorks 857,USA,Cloud Services,Small,37,311454,2022-01-10,Harar,Harari,Active
C00858,ZenithVentures 858,USA,Healthcare Tech,Medium,150,698414,2024-10-22,Dire Dawa,Dire Dawa,Active
C00859,CipherIO 859,USA,Healthcare Tech,Small,34,186112,2022-04-23,Dessie,Amhara,Active
C00860,NovaSystems 860,USA,FinTech,Large,4977,32099429,2022-01-05,Jimma,Oromia,Active
C00861,CobaltWorks 861,USA,EdTech,Small,42,92781,2024-07-18,Addis Ababa,Addis Ababa,Active
C00862,FluxNet 862,USA,E-Commerce,Micro,5,109016,2024-02-22,Addis Ababa,Addis Ababa,Active
C00863,Harar PLC,Ethiopia,Import/Export,Large,1631,4839843,2023-11-15,Dessie,Amhara,Active
C00864,AxiomSolutions 864,USA,Logistics,Medium,236,542772,2023-02-20,Adama,Oromia,Active
C00865,IonicGroup 865,USA,Logistics,Micro,8,162635,2023-12-03,Arba  Minch,SNNPR,Active
C00866,CascadeLabs 866,USA,Technology,Large,1108,6629051,2023-08-30,Asella,Oromia,Active
C00867,StratosCloud 867,USA,E-Commerce,Small,39,390551,2025-11-12,Mekelle,Tigray,Active
C00868,ZenithGroup 868,USA,Consulting,Large,2194,9369389,2024-11-04,Harar,Harari,Active
C00869,Tigray Textile,Ethiopia,Real Estate,Small,40,406470,2022-06-29,Mekelle,Tigray,Active
C00870,EmberGroup 870,USA,Logistics,Medium,74,317018,2025-06-03,Hawassa,Sidama,Active
C00871,IonicCloud 871,USA,Logistics,Medium,161,298522,2025-03-22,Hosaena,SNNPR,Active
C00872,CascadeDigital 872,USA,Logistics,Large,743,3585292,2023-06-30,Dilla,SNNPR,Active
C00873,SynapseDigital 873,USA,Cloud Services,Small,16,69722,2024-08-30,Arba Minch,SNNPR,Active
C00874,PrismCloud 874,USA,Consulting,Small,17,82567,2024-12-13,Mekelle,Tigray,Dissolved
C00875,FluxDigital 875,USA,Healthcare Tech,Medium,124,2207066,2023-12-24,Addis Ababa,Addis Ababa,Active
C00876,Gambella Trading,Ethiopia,Agriculture,Large,1170,13881338,2024-01-13,Hosaena,SNNPR,Active
C00877,Bale Investment,Ethiopia,Manufacturing,Micro,3,50476,2023-02-16,Jijiga,Somali,Active
C00878,ZenithHub 878,USA,Technology,Small,33,99555,2023-08-12,Addis Ababa,Addis Ababa,Suspended
C00879,Nile Real Estate,Ethiopia,Tourism,Micro,6,45695,2022-10-24,Jijiga,Somali,Active
C00880,QuantumDynamics 880,USA,Healthcare Tech,Small,31,154977,2024-10-24,Addis Ababa,Addis Ababa,Active
C00881,VertexTech 881,USA,FinTech,Small,26,204267,2023-06-27,Hawassa,Sidama,Active
C00882,Nile Services,Ethiopia,Real Estate,Small,13,120500,2022-04-03,Bahir Dar,Amhara,Active
C00883,CobaltGroup 883,USA,Logistics,Small,22,42168,2025-03-05,Debre Birhan,Amhara,Active
C00884,FluxVentures 884,USA,Technology,Small,35,69006,2025-10-28,Addis Ababa,Addis Ababa,Active
C00885,Amhara Import Export,Ethiopia,Agriculture,Large,4371,7132123,2022-01-12,Addis Ababa,Addis Ababa,Active
C00886,Oromia  PLC,Ethiopia,Retail,Micro,4,76989,2023-10-31,Hawassa,Sidama,Dissolved
C00887,PrismCloud 887,USA,Consulting,Small,42,103619,2022-01-28,Addis Ababa,Addis Ababa,Active
C00888,SynapseWorks 888,USA,EdTech,Micro,1,45494,2022-03-30,Dire Dawa,Dire Dawa,Active
C00889,OrbitSolutions 889,USA,Healthcare Tech,Small,33,55159,2022-08-15,Addis Ababa,Addis Ababa,Active
C00890,CobaltNet 890,USA,Healthcare Tech,Medium,86,394169,2024-03-07,Dire Dawa,Dire Dawa,Active
C00891,VortexNet 891,USA,Consulting,Micro,5,254635,2024-08-21,Hawassa,Sidama,Active
C00892,HelixCloud 892,USA,Healthcare Tech,Micro,1,33472,2024-08-25,Addis Ababa,Addis Ababa,Active
C00893,StratosTech 893,USA,Technology,Small,45,221790,2023-08-12,Addis Ababa,Addis Ababa,Active
C00894,Awash Agro,Ethiopia,Real Estate,Micro,9,96568,2024-05-27,Addis Ababa,Addis Ababa,Active
C00895,HelixDigital 895,USA,Cloud Services,Medium,123,279552,2023-06-26,Bishoftu,Oromia,Active
C00896,Nile Services,Ethiopia,Manufacturing,Micro,4,346832,2022-12-04,Addis Ababa,Addis Ababa,Active
C00897,Tana Construction,Ethiopia,Real Estate,Small,46,212452,2022-01-01,Addis Ababa,Addis Ababa,Active
C00898,ApexAI 898,USA,Cloud Services,Small,17,40183,2022-11-30,Jimma,Oromia,Active
C00899,VertexIO 899,USA,Consulting,Small,42,538758,2024-06-06,Adama,Oromia,Active
C00900,AetherTech 900,USA,FinTech,Small,35,138325,2025-11-13,Addis Ababa,Addis Ababa,Suspended
C00901,Amhara Agro,Ethiopia,Import/Export,Medium,235,3015647,2025-10-03,Sodo,SNNPR,Active
C00902,ZenithNet 902,USA,Consulting,Micro,7,30683,2023-05-18,Mekelle,Tigray,Active
C00903,Tigray Import Export,Ethiopia,Real Estate,Small,10,55510,2022-09-01,Bahir Dar,Amhara,Suspended
C00904,StratosTech 904,USA,Logistics,Medium,84,148758,2024-10-09,Adama,Oromia,Active
C00905,Addis Trading,Ethiopia,Manufacturing,Small,33,213752,2024-03-09,Hosaena,SNNPR,Active
C00906,EmberSystems 906,USA,Technology,Small,25,181425,2022-06-23,Jimma,Oromia,Active
C00907,OrbitSolutions 907,USA,Cloud Services,Micro,3,27437,2025-10-30,Dessie,Amhara,Active
C00908,CipherIO 908,USA,FinTech,Medium,217,2431077,2025-12-22,Adama,Oromia,Active
C00909,PrismVentures 909,USA,Consulting,Small,25,28963,2024-07-20,Adama,Oromia,Active
C00910,PrismTech 910,USA,Consulting,Large,3245,8114253,2022-07-17,Addis Ababa,Addis Ababa,Active
C00911,HelixDynamics 911,USA,E-Commerce,Small,31,162595,2022-08-01,Jimma,Oromia,Active
C00912,ZenithCloud 912,USA,Technology,Medium,129,453910,2024-06-18,Hawassa,Sidama,Active
C00913,Nile Construction,Ethiopia,Real Estate,Micro,2,135371,2022-08-07,Bishoftu,Oromia,Active
C00914,Amhara Textile,Ethiopia,Construction,Large,3701,8018312,2024-07-14,Dire Dawa,Dire Dawa,Active
C00915,QuantumIO 915,USA,Logistics,Medium,121,869573,2023-07-17,Addis Ababa,Addis Ababa,Active
C00916,Bale Services,Ethiopia,Real Estate,Micro,9,70637,2024-06-18,Harar,Harari,Active
C00917,Nile Construction,Ethiopia,Manufacturing,Small,48,327924,2022-09-21,Addis Ababa,Addis Ababa,Active
C00918,StratosVentures 918,USA,FinTech,Large,2642,16084862,2022-11-23,Addis Ababa,Addis Ababa,Active
C00919,Bale Trading,Ethiopia,Retail,Micro,6,104935,2024-05-26,Nekemte,Oromia,Active
C00920,Awash Manufacturing,Ethiopia,Agriculture,Micro,6,70520,2025-10-13,Addis Ababa,Addis Ababa,Active
C00921,Tigray Real Estate,Ethiopia,Real Estate,Small,22,96334,2023-11-17,Debre Birhan,Amhara,Active
C00922,VortexSolutions 922,USA,E-Commerce,Small,27,147432,2024-05-20,Adama,Oromia,Active
C00923,FluxSystems 923,USA,FinTech,Medium,200,1217606,2023-12-26,Dessie,Amhara,Active
C00924,HelixHub 924,USA,FinTech,Small,39,197487,2023-06-22,Addis Ababa,Addis Ababa,Active
C00925,Tigray Services,Ethiopia,Retail,Large,2161,4093898,2022-04-17,Jimma,Oromia,Active
C00926,VertexAI 926,USA,E-Commerce,Small,37,84694,2022-05-04,Addis Ababa,Addis Ababa,Active
C00927,Abay Services,Ethiopia,Manufacturing,Large,3913,38003281,2024-12-30,Mekelle,Tigray,Active
C00928,CobaltDynamics 928,USA,Logistics,Micro,4,63976,2025-10-27,Gondar,Amhara,Suspended
C00929,NovaVentures 929,USA,E-Commerce,Medium,53,634288,2022-05-30,Addis Ababa,Addis Ababa,Active
C00930,SynapseVentures 930,USA,E-Commerce,Small,36,116143,2024-12-14,Shashamane,Oromia,Active
C00931,VertexSolutions 931,USA,Healthcare Tech,Micro,8,26359,2022-05-26,Jimma,Oromia,Active
C00932,AxiomData 932,USA,Cloud Services,Small,21,128118,2024-08-13,Shashamane,Oromia,Active
C00933,SynapseLabs 933,USA,Technology,Micro,3,135659,2022-01-03,Adama,Oromia,Active
C00934,ZenithCloud 934,USA,Technology,Medium,181,1401921,2025-04-01,Harar,Harari,Suspended
C00935,ZenithNet 935,USA,Consulting,Micro,9,57564,2023-07-05,Hawassa,Sidama,Active
C00936,EmberAI 936,USA,Consulting,Small,21,47550,2024-09-16,Harar,Harari,Active
C00937,Bale Investment,Ethiopia,Construction,Micro,3,118860,2025-02-20,Bishoftu,Oromia,Active
C00938,Tigray Textile,Ethiopia,Manufacturing,Micro,6,137059,2022-01-20,Hosaena,SNNPR,Active
C00939,Bale Trading,Ethiopia,Real Estate,Small,18,135931,2023-07-11,Mekelle,Tigray,Active
C00940,CipherWorks 940,USA,Healthcare Tech,Micro,1,101641,2025-03-14,Gondar,Amhara,Active
C00941,FluxTech 941,USA,Technology,Large,3920,26195983,2025-05-18,Hawassa,Sidama,Active
C00942,Amhara Investment,Ethiopia,Real Estate,Enterprise,17643,40232450,2023-07-23,Addis Ababa,Addis Ababa,Active
C00943,ApexNet 943,USA,Cloud Services,Small,17,714388,2024-09-17,Addis Ababa,Addis Ababa,Suspended
C00944,CipherLabs 944,USA,Consulting,Micro,3,148220,2022-10-24,Bahir Dar,Amhara,Active
C00945,EmberSystems 945,USA,Cloud Services,Small,30,646030,2024-10-27,Addis Ababa,Addis Ababa,Active
C00946,Gambella Trading,Ethiopia,Manufacturing,Micro,4,99578,2022-12-20,Sodo,SNNPR,Active
C00947,VortexGroup 947,USA,FinTech,Micro,1,158960,2023-10-31,Adama,Oromia,Active
C00948,AetherSystems 948,USA,Consulting,Micro,2,119143,2024-03-01,Addis Ababa,Addis Ababa,Active
C00949,Harar Textile,Ethiopia,Agriculture,Medium,182,935087,2022-07-13,Jijiga,Somali,Active
C00950,Tigray Trading,Ethiopia,Construction,Micro,7,369242,2023-03-29,Jimma,Oromia,Active
C00951,OrbitDynamics 951,USA,Cloud Services,Micro,3,109260,2022-04-23,Harar,Harari,Active
C00952,SynapseLabs 952,USA,Healthcare Tech,Micro,1,119553,2024-03-28,Addis Ababa,Addis Ababa,Active
C00953,VortexData 953,USA,Healthcare Tech,Small,29,149526,2022-10-06,Addis Ababa,Addis Ababa,Active
C00954,FluxCloud 954,USA,Cloud Services,Small,27,183791,2024-11-05,Bahir Dar,Amhara,Active
C00955,ZenithVentures 955,USA,Cloud Services,Large,745,3110762,2023-11-19,Hawassa,Sidama,Active
C00956,CascadeTech 956,USA,EdTech,Small,25,267063,2024-04-12,Bishoftu,Oromia,Active
C00957,CobaltNet 957,USA,Healthcare Tech,Small,24,139586,2025-01-17,Gondar,Amhara,Active
C00958,Tigray Investment,Ethiopia,Manufacturing,Small,18,118473,2025-03-28,Mekelle,Tigray,Active
C00959,AetherNet 959,USA,Cloud Services,Micro,5,86742,2022-05-17,Gondar,Amhara,Suspended
C00960,FluxGroup 960,USA,FinTech,Small,10,129056,2023-05-22,Bishoftu,Oromia,Active
C00961,FluxSolutions 961,USA,Cloud Services,Large,1264,13712717,2024-04-11,Dessie,Amhara,Active
C00962,Simien Trading,Ethiopia,Construction,Medium,210,1238591,2023-05-28,Asella,Oromia,Active
C00963,Tigray Agro,Ethiopia,Tourism,Large,4234,46817553,2023-12-29,Dilla,SNNPR,Suspended
C00964,HelixDynamics 964,USA,EdTech,Small,29,53750,2025-12-13,Bishoftu,Oromia,Active
C00965,StratosCloud 965,USA,Logistics,Small,47,120740,2022-05-11,Hawassa,Sidama,Suspended
C00966,CipherLabs 966,USA,EdTech,Large,4528,27400900,2023-05-24,Addis Ababa,Addis Ababa,Active
C00967,Simien Investment,Ethiopia,Import/Export,Small,28,54087,2025-12-09,Dessie,Amhara,Active
C00968,ZenithWorks 968,USA,Consulting,Micro,2,45530,2023-06-09,Addis Ababa,Addis Ababa,Active
C00969,VortexNet 969,USA,Logistics,Micro,2,142613,2022-02-23,Dilla,SNNPR,Active
C00970,QuantumDynamics 970,USA,Logistics,Small,22,127787,2024-04-08,Addis Ababa,Addis Ababa,Active
C00971,AetherData 971,USA,Logistics,Small,47,181777,2024-07-16,Dire Dawa,Dire Dawa,Active
C00972,Rift Investment,Ethiopia,Manufacturing,Medium,167,1024287,2024-07-09,Dessie,Amhara,Suspended
C00973,Nile Real Estate,Ethiopia,Import/Export,Micro,7,51985,2024-01-20,Dilla,SNNPR,Active
C00974,CobaltTech 974,USA,Healthcare Tech,Micro,8,39113,2022-10-25,Dessie,Amhara,Active
C00975,Addis PLC,Ethiopia,Import/Export,Small,19,671510,2024-06-03,Jijiga,Somali,Active
C00976,Gambella Agro,Ethiopia,Agriculture,Large,2298,16030507,2024-10-12,Mekelle,Tigray,Active
C00977,VortexCloud 977,USA,Technology,Micro,3,136903,2024-05-31,Addis Ababa,Addis Ababa,Active
C00978,EmberSolutions 978,USA,FinTech,Small,24,40460,2025-03-21,Hawassa,Sidama,Active
C00979,VertexTech 979,USA,FinTech,Micro,6,238883,2025-03-27,Dire Dawa,Dire Dawa,Active
C00980,CobaltSystems 980,USA,Logistics,Small,36,135412,2022-09-26,Addis Ababa,Addis Ababa,Active
C00981,HelixNet 981,USA,E-Commerce,Large,2192,10234029,2023-01-11,Dessie,Amhara,Active
C00982,AetherAI 982,USA,Cloud Services,Medium,95,383841,2022-08-04,Addis Ababa,Addis Ababa,Suspended
C00983,ApexAI 983,USA,Consulting,Micro,4,65664,2025-10-22,Addis Ababa,Addis Ababa,Suspended
C00984,EmberCloud 984,USA,FinTech,Small,24,34171,2025-05-06,Addis Ababa,Addis Ababa,Active
C00985,EmberGroup 985,USA,EdTech,Medium,191,1230771,2022-06-14,Mekelle,Tigray,Active
C00986,CascadeNet 986,USA,FinTech,Micro,9,105759,2025-06-13,Dire Dawa,Dire Dawa,Active
C00987,ZenithData 987,USA,Logistics,Small,11,94844,2022-04-30,Mekelle,Tigray,Active
C00988,Gambella Textile,Ethiopia,Import/Export,Large,581,2404585,2023-07-09,Mekelle,Tigray,Active
C00989,Simien Manufacturing,Ethiopia,Construction,Enterprise,27843,140499800,2022-12-11,Dilla,SNNPR,Dissolved
C00990,ApexData 990,USA,FinTech,Small,19,71656,2023-06-01,Addis Ababa,Addis Ababa,Active
C00991,EmberIO 991,USA,Cloud Services,Small,44,42834,2023-06-20,Bishoftu,Oromia,Active
C00992,CipherCloud 992,USA,Technology,Medium,180,1918882,2024-07-24,Jijiga,Somali,Active
C00993,VortexTech 993,USA,E-Commerce,Small,23,118964,2024-03-13,Addis Ababa,Addis Ababa,Active
C00994,AetherAI 994,USA,E-Commerce,Medium,112,614306,2023-01-10,Addis Ababa,Addis Ababa,Active
C00995,SynapseLabs 995,USA,E-Commerce,Small,32,43973,2025-02-22,Bahir Dar,Amhara,Active
C00996,Gambella Textile,Ethiopia,Construction,Small,18,122410,2023-09-08,Hosaena,SNNPR,Active
C00997,Lalibela Manufacturing,Ethiopia,Real Estate,Micro,7,85872,2022-03-06,Asella,Oromia,Active
C00998,Addis Textile,Ethiopia,Agriculture,Large,3163,6009444,2022-09-14,Addis Ababa,Addis Ababa,Active
C00999,Addis PLC,Ethiopia,Import/Export,Micro,9,36978,2022-11-05,Addis Ababa,Addis Ababa,Active
C01000,EmberWorks 1000,USA,FinTech,Medium,66,242005,2025-03-14,Arba Minch,SNNPR,Active
